filename,width,height,class,xmin,ymin,xmax,ymax
X141.png,220,220,STOP_SIGN,14,6,69,124
X142.png,220,220,STOP_SIGN,56,46,138,115
X143.png,220,220,STOP_SIGN,148,36,188,87
X144.png,220,220,STOP_SIGN,148,51,172,86
X145.png,220,220,STOP_SIGN,149,12,181,58
X146.png,220,220,STOP_SIGN,43,42,68,96
X147.png,220,220,STOP_SIGN,53,19,78,66
X148.png,220,220,STOP_SIGN,130,26,190,173
X149.png,220,220,STOP_SIGN,64,23,148,169
X15.png,220,220,STOP_SIGN,190,63,203,78
X150.png,220,220,STOP_SIGN,94,83,110,105
X151.png,220,220,STOP_SIGN,76,68,149,177
X152.png,220,220,STOP_SIGN,178,4,215,62
X153.png,220,220,STOP_SIGN,130,63,167,91
X154.png,220,220,STOP_SIGN,118,82,140,114
X155.png,220,220,STOP_SIGN,167,49,203,94
X156.png,220,220,STOP_SIGN,80,26,140,72
X157.png,220,220,STOP_SIGN,135,57,173,105
X158.png,220,220,STOP_SIGN,45,36,69,82
X159.png,220,220,STOP_SIGN,142,10,185,69
X16.png,220,220,STOP_SIGN,96,53,156,98
X160.png,220,220,STOP_SIGN,168,8,204,53
X161.png,220,220,STOP_SIGN,119,29,164,107
X162.png,220,220,STOP_SIGN,72,13,153,75
X163.png,220,220,STOP_SIGN,72,61,147,156
X164.png,220,220,STOP_SIGN,41,14,74,63
X165.png,220,220,STOP_SIGN,149,20,185,70
X166.png,220,220,STOP_SIGN,94,22,121,60
X167.png,220,220,STOP_SIGN,123,27,188,77
X168.png,220,220,STOP_SIGN,133,30,157,71
X17.png,220,220,STOP_SIGN,168,29,184,63
X170.png,220,220,STOP_SIGN,85,63,115,108
X171.png,220,220,STOP_SIGN,84,31,140,137
X172.png,220,220,STOP_SIGN,81,72,129,110
X173.png,220,220,STOP_SIGN,152,1,187,55
X174.png,220,220,STOP_SIGN,77,46,148,105
X175.png,220,220,STOP_SIGN,21,37,54,88
X177.png,220,220,STOP_SIGN,44,50,68,82
X178.png,220,220,STOP_SIGN,89,20,183,181
X179.png,220,220,STOP_SIGN,94,6,127,43
X18.png,220,220,STOP_SIGN,130,31,188,142
X180.png,220,220,STOP_SIGN,107,56,186,165
X181.png,220,220,STOP_SIGN,23,17,82,60
X182.png,220,220,STOP_SIGN,157,14,180,50
X183.png,220,220,STOP_SIGN,177,28,203,69
X184.png,220,220,STOP_SIGN,111,27,175,191
X185.png,220,220,STOP_SIGN,137,32,170,90
X186.png,220,220,STOP_SIGN,175,73,194,102
X187.png,220,220,STOP_SIGN,132,66,148,92
X188.png,220,220,STOP_SIGN,174,47,190,68
X189.png,220,220,STOP_SIGN,114,66,162,96
X19.png,220,220,STOP_SIGN,145,77,175,115
X190.png,220,220,STOP_SIGN,155,47,175,87
X191.png,220,220,STOP_SIGN,19,1,69,90
X192.png,220,220,STOP_SIGN,177,100,211,154
X193.png,220,220,STOP_SIGN,21,37,40,65
X194.png,220,220,STOP_SIGN,158,28,204,94
X195.png,220,220,STOP_SIGN,54,48,98,94
X196.png,220,220,STOP_SIGN,72,24,134,127
X197.png,220,220,STOP_SIGN,108,52,126,79
X198.png,220,220,STOP_SIGN,93,39,124,95
X199.png,220,220,STOP_SIGN,23,17,211,138
X2.png,220,220,STOP_SIGN,29,50,72,108
X20.png,220,220,STOP_SIGN,164,100,175,115
X200.png,220,220,STOP_SIGN,117,33,143,80
X201.png,220,220,STOP_SIGN,79,21,116,59
X202.png,220,220,STOP_SIGN,96,46,121,95
X203.png,220,220,STOP_SIGN,14,33,89,164
X204.png,220,220,STOP_SIGN,181,91,193,111
X205.png,220,220,STOP_SIGN,167,29,185,64
X206.png,220,220,STOP_SIGN,137,109,146,127
X207.png,220,220,STOP_SIGN,156,27,184,78
X208.png,220,220,STOP_SIGN,81,86,89,99
X209.png,220,220,STOP_SIGN,142,11,158,31
X21.png,220,220,STOP_SIGN,92,51,201,201
X210.png,220,220,STOP_SIGN,156,13,185,52
X211.png,220,220,STOP_SIGN,151,80,165,105
X212.png,220,220,STOP_SIGN,30,19,46,54
X213.png,220,220,STOP_SIGN,110,31,134,52
X214.png,220,220,STOP_SIGN,30,20,46,54
X215.png,220,220,STOP_SIGN,71,42,103,91
X216.png,220,220,STOP_SIGN,19,16,83,114
X217.png,220,220,STOP_SIGN,154,28,201,82
X218.png,220,220,STOP_SIGN,94,46,111,69
X219.png,220,220,STOP_SIGN,139,60,166,107
X22.png,220,220,STOP_SIGN,157,35,214,117
X220.png,220,220,STOP_SIGN,168,25,189,52
X221.png,220,220,STOP_SIGN,73,4,171,72
X222.png,220,220,STOP_SIGN,106,26,180,104
X223.png,220,220,STOP_SIGN,156,58,183,98
X224.png,220,220,STOP_SIGN,21,24,52,81
X226.png,220,220,STOP_SIGN,75,36,112,87
X227.png,220,220,STOP_SIGN,75,36,112,86
X228.png,220,220,STOP_SIGN,61,7,176,161
X229.png,220,220,STOP_SIGN,11,7,97,117
X23.png,220,220,STOP_SIGN,117,18,162,92
X230.png,220,220,STOP_SIGN,133,30,157,71
X231.png,220,220,STOP_SIGN,141,46,165,76
X24.png,220,220,STOP_SIGN,184,8,200,35
X25.png,220,220,STOP_SIGN,93,69,122,101
X26.png,220,220,STOP_SIGN,112,15,134,45
X27.png,220,220,STOP_SIGN,83,87,102,125
X28.png,220,220,STOP_SIGN,103,82,130,115
X29.png,220,220,STOP_SIGN,89,66,124,102
X3.png,220,220,STOP_SIGN,112,43,123,57
X30.png,220,220,STOP_SIGN,179,38,206,74
X31.png,220,220,STOP_SIGN,180,18,206,65
X32.png,220,220,STOP_SIGN,139,45,165,80
X33.png,220,220,STOP_SIGN,205,37,217,57
X34.png,220,220,STOP_SIGN,174,68,197,99
X35.png,220,220,STOP_SIGN,160,46,186,94
X36.png,220,220,STOP_SIGN,57,43,89,94
X37.png,220,220,STOP_SIGN,167,93,177,106
X38.png,220,220,STOP_SIGN,81,15,107,67
X39.png,220,220,STOP_SIGN,184,123,201,150
X4.png,220,220,STOP_SIGN,46,17,87,80
X40.png,220,220,STOP_SIGN,193,87,210,107
X41.png,220,220,STOP_SIGN,165,72,192,106
X42.png,220,220,STOP_SIGN,101,52,163,141
X43.png,220,220,STOP_SIGN,187,84,199,102
X44.png,220,220,STOP_SIGN,175,88,188,103
X45.png,220,220,STOP_SIGN,83,108,127,175
X46.png,220,220,STOP_SIGN,183,109,204,135
X47.png,220,220,STOP_SIGN,155,94,161,102
X48.png,220,220,STOP_SIGN,161,30,204,83
X49.png,220,220,STOP_SIGN,170,34,185,59
X5.png,220,220,STOP_SIGN,115,35,154,97
X50.png,220,220,STOP_SIGN,190,62,203,78
X51.png,220,220,STOP_SIGN,93,67,144,142
X52.png,220,220,STOP_SIGN,156,20,194,104
X53.png,220,220,STOP_SIGN,165,14,189,48
X54.png,220,220,STOP_SIGN,31,40,88,118
X55.png,220,220,STOP_SIGN,173,50,204,89
X56.png,220,220,STOP_SIGN,170,66,197,101
X57.png,220,220,STOP_SIGN,78,81,104,107
X58.png,220,220,STOP_SIGN,184,32,201,56
X59.png,220,220,STOP_SIGN,177,59,196,83
X6.png,220,220,STOP_SIGN,149,67,167,93
X60.png,220,220,STOP_SIGN,27,62,43,81
X61.png,220,220,STOP_SIGN,114,52,173,91
X62.png,220,220,STOP_SIGN,149,64,176,100
X63.png,220,220,STOP_SIGN,94,74,113,104
X64.png,220,220,STOP_SIGN,79,55,125,127
X65.png,220,220,STOP_SIGN,82,56,122,99
X66.png,220,220,STOP_SIGN,34,32,89,117
X67.png,220,220,STOP_SIGN,157,26,193,79
X68.png,220,220,STOP_SIGN,83,87,102,126
X69.png,220,220,STOP_SIGN,134,46,186,114
X7.png,220,220,STOP_SIGN,174,68,197,98
X70.png,220,220,STOP_SIGN,203,84,218,105
X71.png,220,220,STOP_SIGN,8,79,46,155
X72.png,220,220,STOP_SIGN,120,81,159,103
X73.png,220,220,STOP_SIGN,195,11,212,54
X74.png,220,220,STOP_SIGN,142,36,154,65
X75.png,220,220,STOP_SIGN,99,106,140,163
X76.png,220,220,STOP_SIGN,179,83,191,101
X77.png,220,220,STOP_SIGN,67,39,145,135
X78.png,220,220,STOP_SIGN,124,120,136,133
X79.png,220,220,STOP_SIGN,103,82,129,114
X8.png,220,220,STOP_SIGN,30,15,92,115
X80.png,220,220,STOP_SIGN,163,84,172,95
X81.png,220,220,STOP_SIGN,90,128,129,204
X82.png,220,220,STOP_SIGN,92,49,125,92
X83.png,220,220,STOP_SIGN,156,1,201,63
X84.png,220,220,STOP_SIGN,163,77,183,107
X85.png,220,220,STOP_SIGN,146,28,188,61
X86.png,220,220,STOP_SIGN,168,31,195,74
X87.png,220,220,STOP_SIGN,136,24,198,107
X88.png,220,220,STOP_SIGN,13,36,56,102
X89.png,220,220,STOP_SIGN,183,21,220,81
X9.png,220,220,STOP_SIGN,87,26,179,105
X90.png,220,220,STOP_SIGN,114,105,125,118
X91.png,220,220,STOP_SIGN,99,110,109,122
X92.png,220,220,STOP_SIGN,153,107,165,119
X93.png,220,220,STOP_SIGN,66,108,77,120
X94.png,220,220,STOP_SIGN,66,79,129,159
X95.png,220,220,STOP_SIGN,35,23,64,66
X96.png,220,220,STOP_SIGN,182,78,204,110
X97.png,220,220,STOP_SIGN,6,9,25,41
X98.png,220,220,STOP_SIGN,40,118,57,140
X99.png,220,220,STOP_SIGN,149,64,176,99
