filename,width,height,class,xmin,ymin,xmax,ymax
X14.png,300,300,STOP_SIGN,26,21,158,216
X140.png,300,300,STOP_SIGN,107,25,213,104
X141.png,300,300,STOP_SIGN,146,69,243,142
X142.png,300,300,STOP_SIGN,145,27,271,183
X143.png,300,300,STOP_SIGN,102,71,179,130
X144.png,300,300,STOP_SIGN,91,27,212,105
X145.png,300,300,STOP_SIGN,15,46,125,190
X146.png,300,300,STOP_SIGN,170,13,278,143
X147.png,300,300,STOP_SIGN,198,10,288,145
X148.png,300,300,STOP_SIGN,29,17,92,122
X149.png,300,300,STOP_SIGN,95,31,224,123
X15.png,300,300,STOP_SIGN,49,40,108,125
X150.png,300,300,STOP_SIGN,42,88,154,224
X151.png,300,300,STOP_SIGN,128,34,211,99
X152.png,300,300,STOP_SIGN,150,46,296,237
X153.png,300,300,STOP_SIGN,187,22,283,164
X154.png,300,300,STOP_SIGN,54,68,148,223
X155.png,300,300,STOP_SIGN,99,54,174,154
X156.png,300,300,STOP_SIGN,44,59,120,229
X157.png,300,300,STOP_SIGN,41,88,154,225
X158.png,300,300,STOP_SIGN,15,52,121,208
X159.png,300,300,STOP_SIGN,148,24,199,144
X16.png,300,300,STOP_SIGN,113,76,158,160
X160.png,300,300,STOP_SIGN,60,87,236,218
X161.png,300,300,STOP_SIGN,27,74,126,218
X162.png,300,300,STOP_SIGN,9,24,108,131
X163.png,300,300,STOP_SIGN,52,31,135,178
X164.png,300,300,STOP_SIGN,172,15,250,147
X165.png,300,300,STOP_SIGN,16,52,120,207
X166.png,300,300,STOP_SIGN,168,28,257,167
X167.png,300,300,STOP_SIGN,89,37,236,162
X168.png,300,300,STOP_SIGN,109,40,187,156
X169.png,300,300,STOP_SIGN,58,45,145,174
X17.png,300,300,STOP_SIGN,102,29,258,135
X170.png,300,300,STOP_SIGN,145,59,278,193
X171.png,300,300,STOP_SIGN,14,7,186,226
X172.png,300,300,STOP_SIGN,42,68,163,185
X173.png,300,300,STOP_SIGN,97,21,206,113
X174.png,300,300,STOP_SIGN,66,34,178,121
X175.png,300,300,STOP_SIGN,28,75,124,218
X176.png,300,300,STOP_SIGN,19,82,118,226
X177.png,300,300,STOP_SIGN,30,52,142,200
X178.png,300,300,STOP_SIGN,130,8,271,254
X179.png,300,300,STOP_SIGN,55,54,151,198
X18.png,300,300,STOP_SIGN,202,68,282,204
X180.png,300,300,STOP_SIGN,27,75,125,218
X181.png,300,300,STOP_SIGN,17,28,133,199
X182.png,300,300,STOP_SIGN,55,53,151,199
X183.png,300,300,STOP_SIGN,166,48,286,223
X184.png,300,300,STOP_SIGN,188,42,279,201
X185.png,300,300,STOP_SIGN,9,24,107,131
X186.png,300,300,STOP_SIGN,148,36,251,179
X187.png,300,300,STOP_SIGN,171,1,233,116
X188.png,300,300,STOP_SIGN,150,96,209,200
X189.png,300,300,STOP_SIGN,201,1,300,124
X19.png,300,300,STOP_SIGN,38,73,280,235
X190.png,300,300,STOP_SIGN,163,10,229,100
X191.png,300,300,STOP_SIGN,30,43,101,123
X192.png,300,300,STOP_SIGN,177,7,223,88
X193.png,300,300,STOP_SIGN,31,1,156,179
X194.png,300,300,STOP_SIGN,132,50,215,172
X195.png,300,300,STOP_SIGN,58,46,145,173
X196.png,300,300,STOP_SIGN,59,45,145,173
X197.png,300,300,STOP_SIGN,15,46,124,190
X198.png,300,300,STOP_SIGN,46,51,243,248
X199.png,300,300,STOP_SIGN,128,54,163,108
X2.png,300,300,STOP_SIGN,189,40,246,122
X20.png,300,300,STOP_SIGN,81,84,236,179
X200.png,300,300,STOP_SIGN,27,6,264,189
X201.png,300,300,STOP_SIGN,168,1,257,167
X202.png,300,300,STOP_SIGN,86,26,185,96
X203.png,300,300,STOP_SIGN,176,31,281,163
X204.png,300,300,STOP_SIGN,190,93,278,222
X205.png,300,300,STOP_SIGN,175,13,288,181
X206.png,300,300,STOP_SIGN,78,75,195,157
X207.png,300,300,STOP_SIGN,130,14,201,114
X208.png,300,300,STOP_SIGN,59,45,145,173
X209.png,300,300,STOP_SIGN,99,51,204,186
X21.png,300,300,STOP_SIGN,184,77,235,143
X210.png,300,300,STOP_SIGN,121,69,181,189
X211.png,300,300,STOP_SIGN,101,26,190,135
X212.png,300,300,STOP_SIGN,46,40,122,160
X213.png,300,300,STOP_SIGN,91,12,211,132
X214.png,300,300,STOP_SIGN,29,26,254,257
X215.png,300,300,STOP_SIGN,237,28,281,92
X216.png,300,300,STOP_SIGN,48,51,242,247
X217.png,300,300,STOP_SIGN,47,48,247,252
X218.png,300,300,STOP_SIGN,35,29,121,151
X219.png,300,300,STOP_SIGN,32,61,235,226
X220.png,300,300,STOP_SIGN,26,19,113,155
X221.png,300,300,STOP_SIGN,99,3,233,98
X222.png,300,300,STOP_SIGN,144,34,247,141
X223.png,300,300,STOP_SIGN,83,9,239,220
X224.png,300,300,STOP_SIGN,15,9,131,162
X225.png,300,300,STOP_SIGN,151,11,217,103
X226.png,300,300,STOP_SIGN,112,12,281,181
X227.png,300,300,STOP_SIGN,79,22,213,112
X228.png,300,300,STOP_SIGN,45,32,256,254
X229.png,300,300,STOP_SIGN,44,52,150,217
X23.png,300,300,STOP_SIGN,107,11,155,93
X230.png,300,300,STOP_SIGN,178,51,223,131
X231.png,300,300,STOP_SIGN,112,32,202,196
X232.png,300,300,STOP_SIGN,171,1,232,116
X233.png,300,300,STOP_SIGN,100,25,204,207
X235.png,300,300,STOP_SIGN,141,10,242,173
X236.png,300,300,STOP_SIGN,177,35,261,236
X237.png,300,300,STOP_SIGN,86,31,201,231
X238.png,300,300,STOP_SIGN,104,92,203,239
X239.png,300,300,STOP_SIGN,167,71,235,196
X24.png,300,300,STOP_SIGN,202,74,263,149
X240.png,300,300,STOP_SIGN,109,36,191,96
X241.png,300,300,STOP_SIGN,193,14,252,94
X242.png,300,300,STOP_SIGN,161,36,224,147
X243.png,300,300,STOP_SIGN,98,18,208,102
X244.png,300,300,STOP_SIGN,98,82,201,214
X245.png,300,300,STOP_SIGN,114,41,193,187
X246.png,300,300,STOP_SIGN,111,98,176,149
X247.png,300,300,STOP_SIGN,104,61,204,144
X248.png,300,300,STOP_SIGN,144,75,254,224
X249.png,300,300,STOP_SIGN,25,1,94,125
X25.png,300,300,STOP_SIGN,125,42,246,200
X250.png,300,300,STOP_SIGN,216,39,278,128
X26.png,300,300,STOP_SIGN,169,30,256,168
X27.png,300,300,STOP_SIGN,175,45,242,142
X28.png,300,300,STOP_SIGN,176,32,279,162
X29.png,300,300,STOP_SIGN,126,41,259,218
X3.png,300,300,STOP_SIGN,125,70,277,277
X30.png,300,300,STOP_SIGN,151,97,209,199
X31.png,300,300,STOP_SIGN,54,5,232,234
X32.png,300,300,STOP_SIGN,171,1,232,115
X33.png,300,300,STOP_SIGN,153,30,266,185
X34.png,300,300,STOP_SIGN,49,61,155,218
X35.png,300,300,STOP_SIGN,71,101,151,219
X36.png,300,300,STOP_SIGN,56,10,189,193
X37.png,300,300,STOP_SIGN,58,79,134,183
X38.png,300,300,STOP_SIGN,33,93,112,208
X39.png,300,300,STOP_SIGN,34,30,115,88
X4.png,300,300,STOP_SIGN,215,47,292,161
X40.png,300,300,STOP_SIGN,35,29,122,152
X41.png,300,300,STOP_SIGN,65,7,140,146
X42.png,300,300,STOP_SIGN,37,84,256,230
X43.png,300,300,STOP_SIGN,26,50,120,127
X44.png,300,300,STOP_SIGN,169,28,256,168
X45.png,300,300,STOP_SIGN,51,17,132,129
X46.png,300,300,STOP_SIGN,11,2,89,102
X47.png,300,300,STOP_SIGN,64,7,140,145
X48.png,300,300,STOP_SIGN,59,46,144,174
X49.png,300,300,STOP_SIGN,87,37,225,277
X5.png,300,300,STOP_SIGN,71,52,224,227
X50.png,300,300,STOP_SIGN,46,62,245,197
X51.png,300,300,STOP_SIGN,45,32,258,255
X52.png,300,300,STOP_SIGN,118,49,186,157
X53.png,300,300,STOP_SIGN,95,24,241,132
X54.png,300,300,STOP_SIGN,86,20,230,248
X55.png,300,300,STOP_SIGN,49,37,257,246
X56.png,300,300,STOP_SIGN,78,32,217,236
X57.png,300,300,STOP_SIGN,80,29,217,282
X58.png,300,300,STOP_SIGN,70,21,248,285
X59.png,300,300,STOP_SIGN,13,34,140,221
X6.png,300,300,STOP_SIGN,37,74,281,236
X60.png,300,300,STOP_SIGN,168,2,257,167
X61.png,300,300,STOP_SIGN,35,31,265,204
X62.png,300,300,STOP_SIGN,62,14,204,280
X63.png,300,300,STOP_SIGN,106,11,156,94
X64.png,300,300,STOP_SIGN,52,26,193,156
X65.png,300,300,STOP_SIGN,23,4,148,117
X66.png,300,300,STOP_SIGN,45,47,248,253
X67.png,300,300,STOP_SIGN,28,23,270,254
X68.png,300,300,STOP_SIGN,79,32,217,235
X69.png,300,300,STOP_SIGN,81,44,218,286
X7.png,300,300,STOP_SIGN,171,5,275,157
X70.png,300,300,STOP_SIGN,202,72,264,152
X71.png,300,300,STOP_SIGN,163,24,279,193
X72.png,300,300,STOP_SIGN,103,120,196,255
X73.png,300,300,STOP_SIGN,121,1,203,143
X74.png,300,300,STOP_SIGN,155,46,209,136
X75.png,300,300,STOP_SIGN,181,114,238,194
X76.png,300,300,STOP_SIGN,100,24,191,137
X77.png,300,300,STOP_SIGN,162,24,289,217
X78.png,300,300,STOP_SIGN,69,56,233,175
X79.png,300,300,STOP_SIGN,13,34,140,221
X8.png,300,300,STOP_SIGN,137,69,221,193
X80.png,300,300,STOP_SIGN,186,27,239,105
X81.png,300,300,STOP_SIGN,45,64,244,198
X82.png,300,300,STOP_SIGN,111,44,190,107
X83.png,300,300,STOP_SIGN,88,37,237,161
X84.png,300,300,STOP_SIGN,163,23,281,192
X85.png,300,300,STOP_SIGN,188,41,279,203
X86.png,300,300,STOP_SIGN,82,90,176,217
X87.png,300,300,STOP_SIGN,44,52,150,220
X88.png,300,300,STOP_SIGN,152,29,267,188
X89.png,300,300,STOP_SIGN,103,90,192,211
X9.png,300,300,STOP_SIGN,93,16,238,229
X90.png,300,300,STOP_SIGN,130,49,216,172
X91.png,300,300,STOP_SIGN,99,19,209,102
X92.png,300,300,STOP_SIGN,68,51,203,236
X93.png,300,300,STOP_SIGN,61,40,229,280
X94.png,300,300,STOP_SIGN,112,1,172,84
X95.png,300,300,STOP_SIGN,55,67,148,225
X96.png,300,300,STOP_SIGN,44,13,135,171
X97.png,300,300,STOP_SIGN,168,28,257,168
X98.png,300,300,STOP_SIGN,81,23,214,149
X99.png,300,300,STOP_SIGN,132,20,294,143
